UserID,Name,Surname,Email,Gender,Race,Age,Province,Social Media Handle,Viewership.UserID,Viewership.Channel2,Viewership.RecordDate2,Viewership date,Viewership time,Viewership.Duration 2,Viewership.userid2,Column1
39353,None,None,Rebekah 374@abcmail.com,None,None,0,None,None,39353,Trace TV,2016-01-05T01:54:00.000Z,2016-01-05T00:00:00.000Z,1899-12-31T01:54:00.000Z,0.002430556,39353,null
45769,None,None,Emilie 443@mail.com,None,None,0,None,None,45769,ICC Cricket World Cup 2011,2016-03-12T11:28:00.000Z,2016-03-12T00:00:00.000Z,1899-12-31T11:28:00.000Z,0.001203704,45769,null
808997,Shane ,Mccown,Shane 22@gmail.com,male,black,27,Limpopo,@Shane 2,808997,Trace TV,2016-02-19T10:41:00.000Z,2016-02-19T00:00:00.000Z,1899-12-31T10:41:00.000Z,0.001597222,808997,null
808997,Shane ,Mccown,Shane 22@gmail.com,male,black,27,Limpopo,@Shane 2,808997,Channel O,2016-02-19T18:27:00.000Z,2016-02-19T00:00:00.000Z,1899-12-31T18:27:00.000Z,0,808997,null
808997,Shane ,Mccown,Shane 22@gmail.com,male,black,27,Limpopo,@Shane 2,808997,Channel O,2016-03-22T04:33:00.000Z,2016-03-22T00:00:00.000Z,1899-12-31T04:33:00.000Z,0.004201389,808997,null
808997,Shane ,Mccown,Shane 22@gmail.com,male,black,27,Limpopo,@Shane 2,808997,Channel O,2016-02-25T05:24:00.000Z,2016-02-25T00:00:00.000Z,1899-12-31T05:24:00.000Z,0.013715278,808997,null
808997,Shane ,Mccown,Shane 22@gmail.com,male,black,27,Limpopo,@Shane 2,808997,Channel O,2016-01-27T06:12:00.000Z,2016-01-27T00:00:00.000Z,1899-12-31T06:12:00.000Z,0.001180556,808997,null
808997,Shane ,Mccown,Shane 22@gmail.com,male,black,27,Limpopo,@Shane 2,808997,Channel O,2016-02-01T04:54:00.000Z,2016-02-01T00:00:00.000Z,1899-12-31T04:54:00.000Z,0.004131944,808997,null
69889,Hugh,Sytsma,Hugh11@yahoo.com,male,coloured,33,Western Cape,@Hugh1,69889,Boomerang,2016-03-06T17:54:00.000Z,2016-03-06T00:00:00.000Z,1899-12-31T17:54:00.000Z,0.003275463,69889,null
71491,Filiberto ,Mastrangelo,Filiberto 45@mailxyz.com,male,other,25,Gauteng,@Filiberto 4,71491,CNN,2016-03-25T16:53:00.000Z,2016-03-25T00:00:00.000Z,1899-12-31T16:53:00.000Z,0.000590278,71491,null
71491,Filiberto ,Mastrangelo,Filiberto 45@mailxyz.com,male,other,25,Gauteng,@Filiberto 4,71491,Trace TV,2016-03-26T07:02:00.000Z,2016-03-26T00:00:00.000Z,1899-12-31T07:02:00.000Z,0.0000694444,71491,null
82389,None,None,Sharri 332@gmail.com,None,None,0,None,None,82389,DStv Events 1,2016-01-08T11:33:00.000Z,2016-01-08T00:00:00.000Z,1899-12-31T11:33:00.000Z,0.006597222,82389,null
82780,None,None,Gretta 45@mailxyz.com,None,None,0,None,None,82780,Channel O,2016-03-26T06:54:00.000Z,2016-03-26T00:00:00.000Z,1899-12-31T06:54:00.000Z,0.007326389,82780,null
83865,None,None,Bess 134@abcmail.com,None,None,0,None,None,83865,kykNET,2016-01-18T18:23:00.000Z,2016-01-18T00:00:00.000Z,1899-12-31T18:23:00.000Z,0.000972222,83865,null
85945,Emerson ,Sytsma,Emerson 244@abcmail.com,male,white,30,Gauteng,@Emerson 24,85945,E! Entertainment,2016-01-02T01:18:00.000Z,2016-01-02T00:00:00.000Z,1899-12-31T01:18:00.000Z,0.01775463,85945,null
793649,Sharri ,Tatham,Sharri 162@gmail.com,female,other,21,Limpopo,@Sharri 16,793649,Trace TV,2016-03-30T07:28:00.000Z,2016-03-30T00:00:00.000Z,1899-12-31T07:28:00.000Z,0.007986111,793649,null
793649,Sharri ,Tatham,Sharri 162@gmail.com,female,other,21,Limpopo,@Sharri 16,793649,MK,2016-03-27T21:39:00.000Z,2016-03-27T00:00:00.000Z,1899-12-31T21:39:00.000Z,0.000231481,793649,null
793649,Sharri ,Tatham,Sharri 162@gmail.com,female,other,21,Limpopo,@Sharri 16,793649,Africa Magic,2016-03-29T15:54:00.000Z,2016-03-29T00:00:00.000Z,1899-12-31T15:54:00.000Z,0.001024306,793649,null
87234,None,None,Trudie 473@mail.com,None,None,0,None,None,87234,Channel O,2016-01-15T07:44:00.000Z,2016-01-15T00:00:00.000Z,1899-12-31T07:44:00.000Z,0.000763889,87234,null
771872,Lane ,Tatham,Lane 111@yahoo.com,male,coloured,25,Western Cape,@Lane 11,771872,Cartoon Network,2016-02-07T14:10:00.000Z,2016-02-07T00:00:00.000Z,1899-12-31T14:10:00.000Z,0.008715278,771872,null
771872,Lane ,Tatham,Lane 111@yahoo.com,male,coloured,25,Western Cape,@Lane 11,771872,Boomerang,2016-01-31T14:20:00.000Z,2016-01-31T00:00:00.000Z,1899-12-31T14:20:00.000Z,0.006990741,771872,null
771872,Lane ,Tatham,Lane 111@yahoo.com,male,coloured,25,Western Cape,@Lane 11,771872,Boomerang,2016-01-31T17:32:00.000Z,2016-01-31T00:00:00.000Z,1899-12-31T17:32:00.000Z,0.0000115741,771872,null
98046,Donald ,Zweifel,Donald 223@mail.com,male,black,31,Kwazulu Natal,@Donald 22,98046,Africa Magic,2016-01-04T20:41:00.000Z,2016-01-04T00:00:00.000Z,1899-12-31T20:41:00.000Z,0.000162037,98046,null
98046,Donald ,Zweifel,Donald 223@mail.com,male,black,31,Kwazulu Natal,@Donald 22,98046,Trace TV,2016-01-07T20:15:00.000Z,2016-01-07T00:00:00.000Z,1899-12-31T20:15:00.000Z,0.004548611,98046,null
98046,Donald ,Zweifel,Donald 223@mail.com,male,black,31,Kwazulu Natal,@Donald 22,98046,Channel O,2016-01-13T18:36:00.000Z,2016-01-13T00:00:00.000Z,1899-12-31T18:36:00.000Z,0.001944444,98046,null
100538,None,None,Epifania 75@mailxyz.com,None,None,0,None,None,100538,Supersport Live Events,2016-03-24T14:25:00.000Z,2016-03-24T00:00:00.000Z,1899-12-31T14:25:00.000Z,0.064236111,100538,null
809000,Kip ,Slane,Kip 142@gmail.com,male,black,47,Gauteng,@Kip 14,809000,Supersport Live Events,2016-02-19T07:18:00.000Z,2016-02-19T00:00:00.000Z,1899-12-31T07:18:00.000Z,0.000810185,809000,null
809000,Kip ,Slane,Kip 142@gmail.com,male,black,47,Gauteng,@Kip 14,809000,Vuzu,2016-01-03T20:34:00.000Z,2016-01-03T00:00:00.000Z,1899-12-31T20:34:00.000Z,0.001440972,809000,null
809000,Kip ,Slane,Kip 142@gmail.com,male,black,47,Gauteng,@Kip 14,809000,Channel O,2016-01-05T05:06:00.000Z,2016-01-05T00:00:00.000Z,1899-12-31T05:06:00.000Z,0.000763889,809000,null
809000,Kip ,Slane,Kip 142@gmail.com,male,black,47,Gauteng,@Kip 14,809000,CNN,2016-03-04T07:17:00.000Z,2016-03-04T00:00:00.000Z,1899-12-31T07:17:00.000Z,0.000625,809000,null
809000,Kip ,Slane,Kip 142@gmail.com,male,black,47,Gauteng,@Kip 14,809000,SuperSport Blitz,2016-03-12T20:20:00.000Z,2016-03-12T00:00:00.000Z,1899-12-31T20:20:00.000Z,0.001643519,809000,null
809000,Kip ,Slane,Kip 142@gmail.com,male,black,47,Gauteng,@Kip 14,809000,Africa Magic,2016-03-10T02:28:00.000Z,2016-03-10T00:00:00.000Z,1899-12-31T02:28:00.000Z,0.00791088,809000,null
115518,Bret ,Jacox,Bret 315@mailxyz.com,male,black,36,Gauteng,@Bret 31,115518,Cartoon Network,2016-03-04T14:44:00.000Z,2016-03-04T00:00:00.000Z,1899-12-31T14:44:00.000Z,0.0000347222,115518,null
115518,Bret ,Jacox,Bret 315@mailxyz.com,male,black,36,Gauteng,@Bret 31,115518,E! Entertainment,2016-03-05T17:41:00.000Z,2016-03-05T00:00:00.000Z,1899-12-31T17:41:00.000Z,0.00125,115518,null
771876,Stacy ,Gettys,Stacy 271@yahoo.com,male,black,25,North West,@Stacy 27,771876,Trace TV,2016-01-31T11:28:00.000Z,2016-01-31T00:00:00.000Z,1899-12-31T11:28:00.000Z,0.003402778,771876,null
771876,Stacy ,Gettys,Stacy 271@yahoo.com,male,black,25,North West,@Stacy 27,771876,Boomerang,2016-02-07T17:54:00.000Z,2016-02-07T00:00:00.000Z,1899-12-31T17:54:00.000Z,0.000416667,771876,null
771876,Stacy ,Gettys,Stacy 271@yahoo.com,male,black,25,North West,@Stacy 27,771876,Supersport Live Events,2016-01-29T12:37:00.000Z,2016-01-29T00:00:00.000Z,1899-12-31T12:37:00.000Z,0,771876,null
771876,Stacy ,Gettys,Stacy 271@yahoo.com,male,black,25,North West,@Stacy 27,771876,Boomerang,2016-01-31T13:03:00.000Z,2016-01-31T00:00:00.000Z,1899-12-31T13:03:00.000Z,0,771876,null
771876,Stacy ,Gettys,Stacy 271@yahoo.com,male,black,25,North West,@Stacy 27,771876,Trace TV,2016-02-06T06:14:00.000Z,2016-02-06T00:00:00.000Z,1899-12-31T06:14:00.000Z,0.026111111,771876,null
771876,Stacy ,Gettys,Stacy 271@yahoo.com,male,black,25,North West,@Stacy 27,771876,Cartoon Network,2016-02-06T14:08:00.000Z,2016-02-06T00:00:00.000Z,1899-12-31T14:08:00.000Z,0.00244213,771876,null
131449,None,None,Loris 354@abcmail.com,None,None,0,None,None,131449,CNN,2016-01-15T15:55:00.000Z,2016-01-15T00:00:00.000Z,1899-12-31T15:55:00.000Z,0.003935185,131449,null
771877,Emerson ,Mina,Emerson 241@yahoo.com,male,black,25,Northern Cape,@Emerson 24,771877,M-Net,2016-01-29T19:43:00.000Z,2016-01-29T00:00:00.000Z,1899-12-31T19:43:00.000Z,0.001793981,771877,null
771877,Emerson ,Mina,Emerson 241@yahoo.com,male,black,25,Northern Cape,@Emerson 24,771877,SawSee,2016-01-31T18:38:00.000Z,2016-01-31T00:00:00.000Z,1899-12-31T18:38:00.000Z,0.009699074,771877,null
809006,Len ,Biggers,Len 443@mail.com,male,black,31,Gauteng,@Len 44,809006,Supersport Live Events,2016-02-15T23:54:00.000Z,2016-02-15T00:00:00.000Z,1899-12-31T23:54:00.000Z,0.000486111,809006,null
809006,Len ,Biggers,Len 443@mail.com,male,black,31,Gauteng,@Len 44,809006,Trace TV,2016-02-16T13:23:00.000Z,2016-02-16T00:00:00.000Z,1899-12-31T13:23:00.000Z,0.001388889,809006,null
601422,Seema ,Fudge,Seema 462@gmail.com,female,other,10,Western Cape,@Seema 46,601422,Supersport Live Events,2016-01-09T15:41:00.000Z,2016-01-09T00:00:00.000Z,1899-12-31T15:41:00.000Z,0.027638889,601422,null
159026,Iva ,Styer,Iva 213@mail.com,female,coloured,18,Gauteng,@Iva 21,159026,Supersport Live Events,2016-03-06T12:58:00.000Z,2016-03-06T00:00:00.000Z,1899-12-31T12:58:00.000Z,0.00150463,159026,null
159156,None,None,Zetta 73@mail.com,None,None,0,None,None,159156,Cartoon Network,2016-03-06T10:17:00.000Z,2016-03-06T00:00:00.000Z,1899-12-31T10:17:00.000Z,0.000243056,159156,null
162937,Brendan ,Luthy,Brendan 454@abcmail.com,male,white,24,Gauteng,@Brendan 45,162937,E! Entertainment,2016-01-23T16:25:00.000Z,2016-01-23T00:00:00.000Z,1899-12-31T16:25:00.000Z,0.001967593,162937,null
163109,Haywood ,Lavoie,Haywood 93@mail.com,male,None,21,Western Cape,@Haywood 9,163109,Channel O,2016-03-31T11:41:00.000Z,2016-03-31T00:00:00.000Z,1899-12-31T11:41:00.000Z,0.001979167,163109,null
163109,Haywood ,Lavoie,Haywood 93@mail.com,male,None,21,Western Cape,@Haywood 9,163109,Cartoon Network,2016-03-29T18:13:00.000Z,2016-03-29T00:00:00.000Z,1899-12-31T18:13:00.000Z,0.000694444,163109,null
793652,Len ,Mccollum,Len 443@mail.com,male,black,32,Eastern Cape,@Len 44,793652,Supersport Live Events,2016-03-24T08:50:00.000Z,2016-03-24T00:00:00.000Z,1899-12-31T08:50:00.000Z,0.000231481,793652,null
173765,None,None,Tiffani 292@gmail.com,None,None,0,None,None,173765,Trace TV,2016-01-08T07:29:00.000Z,2016-01-08T00:00:00.000Z,1899-12-31T07:29:00.000Z,0.000729167,173765,null
809008,Haywood ,Pascarella,Haywood 94@abcmail.com,male,coloured,28,Northern Cape,@Haywood 9,809008,Channel O,2016-03-03T19:19:00.000Z,2016-03-03T00:00:00.000Z,1899-12-31T19:19:00.000Z,0.000763889,809008,null
809008,Haywood ,Pascarella,Haywood 94@abcmail.com,male,coloured,28,Northern Cape,@Haywood 9,809008,MK,2016-03-03T18:38:00.000Z,2016-03-03T00:00:00.000Z,1899-12-31T18:38:00.000Z,0.000243056,809008,null
809008,Haywood ,Pascarella,Haywood 94@abcmail.com,male,coloured,28,Northern Cape,@Haywood 9,809008,Africa Magic,2016-03-05T10:06:00.000Z,2016-03-05T00:00:00.000Z,1899-12-31T10:06:00.000Z,0.015920139,809008,null
809008,Haywood ,Pascarella,Haywood 94@abcmail.com,male,coloured,28,Northern Cape,@Haywood 9,809008,SuperSport Blitz,2016-03-05T13:47:00.000Z,2016-03-05T00:00:00.000Z,1899-12-31T13:47:00.000Z,0.002222222,809008,null
809008,Haywood ,Pascarella,Haywood 94@abcmail.com,male,coloured,28,Northern Cape,@Haywood 9,809008,Cartoon Network,2016-02-28T14:28:00.000Z,2016-02-28T00:00:00.000Z,1899-12-31T14:28:00.000Z,0.002743056,809008,null
809008,Haywood ,Pascarella,Haywood 94@abcmail.com,male,coloured,28,Northern Cape,@Haywood 9,809008,ICC Cricket World Cup 2011,2016-03-09T12:11:00.000Z,2016-03-09T00:00:00.000Z,1899-12-31T12:11:00.000Z,0.000439815,809008,null
809008,Haywood ,Pascarella,Haywood 94@abcmail.com,male,coloured,28,Northern Cape,@Haywood 9,809008,SuperSport Blitz,2016-03-01T19:15:00.000Z,2016-03-01T00:00:00.000Z,1899-12-31T19:15:00.000Z,0.003703704,809008,null
178022,Len ,Mina,Len 443@mail.com,male,white,54,Mpumalanga,@Len 44,178022,ICC Cricket World Cup 2011,2016-03-29T12:51:00.000Z,2016-03-29T00:00:00.000Z,1899-12-31T12:51:00.000Z,0.003263889,178022,null
771881,Emerson ,Reisinger,Emerson 245@mailxyz.com,male,black,31,Gauteng,@Emerson 24,771881,Boomerang,2016-03-22T07:26:00.000Z,2016-03-22T00:00:00.000Z,1899-12-31T07:26:00.000Z,0.000243056,771881,null
771881,Emerson ,Reisinger,Emerson 245@mailxyz.com,male,black,31,Gauteng,@Emerson 24,771881,Africa Magic,2016-01-18T13:54:00.000Z,2016-01-18T00:00:00.000Z,1899-12-31T13:54:00.000Z,0.000202546,771881,null
771881,Emerson ,Reisinger,Emerson 245@mailxyz.com,male,black,31,Gauteng,@Emerson 24,771881,Africa Magic,2016-01-20T17:07:00.000Z,2016-01-20T00:00:00.000Z,1899-12-31T17:07:00.000Z,0.0000810185,771881,null
771881,Emerson ,Reisinger,Emerson 245@mailxyz.com,male,black,31,Gauteng,@Emerson 24,771881,Supersport Live Events,2016-03-20T15:52:00.000Z,2016-03-20T00:00:00.000Z,1899-12-31T15:52:00.000Z,0.00025463,771881,null
190586,None,None,Lesli 111@yahoo.com,None,None,0,None,None,190586,Boomerang,2016-01-17T17:07:00.000Z,2016-01-17T00:00:00.000Z,1899-12-31T17:07:00.000Z,0.000196759,190586,null
771882,Emerson ,Pascarella,Emerson 244@abcmail.com,male,black,27,Gauteng,@Emerson 24,771882,Cartoon Network,2016-01-25T16:43:00.000Z,2016-01-25T00:00:00.000Z,1899-12-31T16:43:00.000Z,0.000219907,771882,null
771882,Emerson ,Pascarella,Emerson 244@abcmail.com,male,black,27,Gauteng,@Emerson 24,771882,Africa Magic,2016-01-20T10:37:00.000Z,2016-01-20T00:00:00.000Z,1899-12-31T10:37:00.000Z,0.000515046,771882,null
771882,Emerson ,Pascarella,Emerson 244@abcmail.com,male,black,27,Gauteng,@Emerson 24,771882,Cartoon Network,2016-02-17T23:09:00.000Z,2016-02-17T00:00:00.000Z,1899-12-31T23:09:00.000Z,0.000856481,771882,null
206207,Markus ,Sieren,Markus 191@yahoo.com,male,indian_asian,27,Gauteng,@Markus 19,206207,E! Entertainment,2016-03-30T13:18:00.000Z,2016-03-30T00:00:00.000Z,1899-12-31T13:18:00.000Z,0.000324074,206207,null
809010,Efren ,Sytsma,Efren 134@abcmail.com,male,coloured,31,Gauteng,@Efren 13,809010,Cartoon Network,2016-02-14T09:36:00.000Z,2016-02-14T00:00:00.000Z,1899-12-31T09:36:00.000Z,0.0000578704,809010,null
809010,Efren ,Sytsma,Efren 134@abcmail.com,male,coloured,31,Gauteng,@Efren 13,809010,Cartoon Network,2016-02-16T14:34:00.000Z,2016-02-16T00:00:00.000Z,1899-12-31T14:34:00.000Z,0.004988426,809010,null
809010,Efren ,Sytsma,Efren 134@abcmail.com,male,coloured,31,Gauteng,@Efren 13,809010,Trace TV,2016-02-16T09:44:00.000Z,2016-02-16T00:00:00.000Z,1899-12-31T09:44:00.000Z,0.003125,809010,null
211993,None,None,Gretta 195@mailxyz.com,None,None,0,None,None,211993,CNN,2016-02-24T06:08:00.000Z,2016-02-24T00:00:00.000Z,1899-12-31T06:08:00.000Z,0.000266204,211993,null
764396,Hyman ,Pilot,Hyman 82@gmail.com,male,white,52,Eastern Cape,@Hyman 8,764396,Supersport Live Events,2016-01-24T19:41:00.000Z,2016-01-24T00:00:00.000Z,1899-12-31T19:41:00.000Z,0.003402778,764396,null
764396,Hyman ,Pilot,Hyman 82@gmail.com,male,white,52,Eastern Cape,@Hyman 8,764396,CNN,2016-01-25T08:39:00.000Z,2016-01-25T00:00:00.000Z,1899-12-31T08:39:00.000Z,0.008333333,764396,null
764396,Hyman ,Pilot,Hyman 82@gmail.com,male,white,52,Eastern Cape,@Hyman 8,764396,Boomerang,2016-01-08T03:51:00.000Z,2016-01-08T00:00:00.000Z,1899-12-31T03:51:00.000Z,0.010104167,764396,null
764396,Hyman ,Pilot,Hyman 82@gmail.com,male,white,52,Eastern Cape,@Hyman 8,764396,Cartoon Network,2016-01-22T03:48:00.000Z,2016-01-22T00:00:00.000Z,1899-12-31T03:48:00.000Z,0.000694444,764396,null
764396,Hyman ,Pilot,Hyman 82@gmail.com,male,white,52,Eastern Cape,@Hyman 8,764396,Cartoon Network,2016-01-18T05:37:00.000Z,2016-01-18T00:00:00.000Z,1899-12-31T05:37:00.000Z,0.000208333,764396,null
809011,Raymundo ,Pilot,Raymundo 433@mail.com,male,coloured,48,Western Cape,@Raymundo 43,809011,Supersport Live Events,2016-02-20T05:28:00.000Z,2016-02-20T00:00:00.000Z,1899-12-31T05:28:00.000Z,0.00025463,809011,null
809011,Raymundo ,Pilot,Raymundo 433@mail.com,male,coloured,48,Western Cape,@Raymundo 43,809011,SuperSport Blitz,2016-02-20T14:30:00.000Z,2016-02-20T00:00:00.000Z,1899-12-31T14:30:00.000Z,0,809011,null
809011,Raymundo ,Pilot,Raymundo 433@mail.com,male,coloured,48,Western Cape,@Raymundo 43,809011,SuperSport Blitz,2016-02-21T18:34:00.000Z,2016-02-21T00:00:00.000Z,1899-12-31T18:34:00.000Z,0.000694444,809011,null
809011,Raymundo ,Pilot,Raymundo 433@mail.com,male,coloured,48,Western Cape,@Raymundo 43,809011,Supersport Live Events,2016-02-19T13:27:00.000Z,2016-02-19T00:00:00.000Z,1899-12-31T13:27:00.000Z,0.040625,809011,null
809011,Raymundo ,Pilot,Raymundo 433@mail.com,male,coloured,48,Western Cape,@Raymundo 43,809011,ICC Cricket World Cup 2011,2016-02-25T10:31:00.000Z,2016-02-25T00:00:00.000Z,1899-12-31T10:31:00.000Z,0.004537037,809011,null
809011,Raymundo ,Pilot,Raymundo 433@mail.com,male,coloured,48,Western Cape,@Raymundo 43,809011,Supersport Live Events,2016-02-25T07:54:00.000Z,2016-02-25T00:00:00.000Z,1899-12-31T07:54:00.000Z,0.003171296,809011,null
809011,Raymundo ,Pilot,Raymundo 433@mail.com,male,coloured,48,Western Cape,@Raymundo 43,809011,DStv Events 1,2016-02-27T10:18:00.000Z,2016-02-27T00:00:00.000Z,1899-12-31T10:18:00.000Z,0.000694444,809011,null
264705,Dia ,Arrieta,Dia 334@abcmail.com,female,black,37,Mpumalanga,@Dia 33,264705,Africa Magic,2016-03-28T19:32:00.000Z,2016-03-28T00:00:00.000Z,1899-12-31T19:32:00.000Z,0.001921296,264705,null
803575,Donald ,Mina,Donald 222@gmail.com,male,indian_asian,27,Eastern Cape,@Donald 22,803575,Supersport Live Events,2016-02-19T09:08:00.000Z,2016-02-19T00:00:00.000Z,1899-12-31T09:08:00.000Z,0.00025463,803575,null
803575,Donald ,Mina,Donald 222@gmail.com,male,indian_asian,27,Eastern Cape,@Donald 22,803575,Supersport Live Events,2016-01-31T09:46:00.000Z,2016-01-31T00:00:00.000Z,1899-12-31T09:46:00.000Z,0.018935185,803575,null
803575,Donald ,Mina,Donald 222@gmail.com,male,indian_asian,27,Eastern Cape,@Donald 22,803575,Supersport Live Events,2016-01-23T10:34:00.000Z,2016-01-23T00:00:00.000Z,1899-12-31T10:34:00.000Z,0.027268519,803575,null
809015,Minerva ,Marek,Minerva 372@gmail.com,female,coloured,31,Eastern Cape,@Minerva 37,809015,Boomerang,2016-02-20T04:16:00.000Z,2016-02-20T00:00:00.000Z,1899-12-31T04:16:00.000Z,0.0000115741,809015,null
809015,Minerva ,Marek,Minerva 372@gmail.com,female,coloured,31,Eastern Cape,@Minerva 37,809015,Channel O,2016-02-19T04:30:00.000Z,2016-02-19T00:00:00.000Z,1899-12-31T04:30:00.000Z,0.026944444,809015,null
809015,Minerva ,Marek,Minerva 372@gmail.com,female,coloured,31,Eastern Cape,@Minerva 37,809015,Cartoon Network,2016-02-05T06:49:00.000Z,2016-02-05T00:00:00.000Z,1899-12-31T06:49:00.000Z,0.000173611,809015,null
809015,Minerva ,Marek,Minerva 372@gmail.com,female,coloured,31,Eastern Cape,@Minerva 37,809015,Channel O,2016-02-19T04:30:00.000Z,2016-02-19T00:00:00.000Z,1899-12-31T04:30:00.000Z,0.026944444,809015,null
809015,Minerva ,Marek,Minerva 372@gmail.com,female,coloured,31,Eastern Cape,@Minerva 37,809015,Channel O,2016-02-24T08:37:00.000Z,2016-02-24T00:00:00.000Z,1899-12-31T08:37:00.000Z,0.001388889,809015,null
809015,Minerva ,Marek,Minerva 372@gmail.com,female,coloured,31,Eastern Cape,@Minerva 37,809015,Cartoon Network,2016-01-30T16:54:00.000Z,2016-01-30T00:00:00.000Z,1899-12-31T16:54:00.000Z,0.0000925926,809015,null
809015,Minerva ,Marek,Minerva 372@gmail.com,female,coloured,31,Eastern Cape,@Minerva 37,809015,Cartoon Network,2016-01-29T19:48:00.000Z,2016-01-29T00:00:00.000Z,1899-12-31T19:48:00.000Z,0.000324074,809015,null
809015,Minerva ,Marek,Minerva 372@gmail.com,female,coloured,31,Eastern Cape,@Minerva 37,809015,SuperSport Blitz,2016-01-28T16:26:00.000Z,2016-01-28T00:00:00.000Z,1899-12-31T16:26:00.000Z,0.006574074,809015,null
809015,Minerva ,Marek,Minerva 372@gmail.com,female,coloured,31,Eastern Cape,@Minerva 37,809015,Channel O,2016-02-06T11:34:00.000Z,2016-02-06T00:00:00.000Z,1899-12-31T11:34:00.000Z,0.000173611,809015,null
809015,Minerva ,Marek,Minerva 372@gmail.com,female,coloured,31,Eastern Cape,@Minerva 37,809015,Cartoon Network,2016-02-23T16:55:00.000Z,2016-02-23T00:00:00.000Z,1899-12-31T16:55:00.000Z,0.000335648,809015,null
304977,Desirae ,Luthy,Desirae 455@mailxyz.com,female,black,45,Free State,@Desirae 45,304977,Trace TV,2016-01-06T03:41:00.000Z,2016-01-06T00:00:00.000Z,1899-12-31T03:41:00.000Z,0.000694444,304977,null
325546,Cody ,Slane,Cody 124@abcmail.com,male,black,26,Mpumalanga,@Cody 12,325546,Africa Magic,2016-01-13T19:22:00.000Z,2016-01-13T00:00:00.000Z,1899-12-31T19:22:00.000Z,0.022094907,325546,null
325546,Cody ,Slane,Cody 124@abcmail.com,male,black,26,Mpumalanga,@Cody 12,325546,SawSee,2016-01-06T20:03:00.000Z,2016-01-06T00:00:00.000Z,1899-12-31T20:03:00.000Z,0.000335648,325546,null
366496,Alissa ,Woolard,Alissa 143@mail.com,female,black,18,Gauteng,@Alissa 14,366496,Trace TV,2016-01-02T15:11:00.000Z,2016-01-02T00:00:00.000Z,1899-12-31T15:11:00.000Z,0.006458333,366496,null
788725,Jacinto ,Reisinger,Jacinto 252@gmail.com,male,black,32,Free State,@Jacinto 25,788725,Channel O,2016-02-15T17:17:00.000Z,2016-02-15T00:00:00.000Z,1899-12-31T17:17:00.000Z,0.000381944,788725,null
788725,Jacinto ,Reisinger,Jacinto 252@gmail.com,male,black,32,Free State,@Jacinto 25,788725,Africa Magic,2016-02-19T19:41:00.000Z,2016-02-19T00:00:00.000Z,1899-12-31T19:41:00.000Z,0.000202546,788725,null
788725,Jacinto ,Reisinger,Jacinto 252@gmail.com,male,black,32,Free State,@Jacinto 25,788725,Trace TV,2016-02-12T13:38:00.000Z,2016-02-12T00:00:00.000Z,1899-12-31T13:38:00.000Z,0,788725,null
370637,Valentine ,Martello,Valentine 472@gmail.com,male,coloured,34,Western Cape,@Valentine 47,370637,Supersport Live Events,2016-01-18T13:58:00.000Z,2016-01-18T00:00:00.000Z,1899-12-31T13:58:00.000Z,0.021597222,370637,null
371772,Nubia ,Sytsma,Nubia 45@mailxyz.com,female,indian_asian,9,Eastern Cape,@Nubia 4,371772,Boomerang,2016-01-02T12:47:00.000Z,2016-01-02T00:00:00.000Z,1899-12-31T12:47:00.000Z,0.004155093,371772,null
371772,Nubia ,Sytsma,Nubia 45@mailxyz.com,female,indian_asian,9,Eastern Cape,@Nubia 4,371772,Channel O,2016-01-09T15:38:00.000Z,2016-01-09T00:00:00.000Z,1899-12-31T15:38:00.000Z,0,371772,null
809018,Lucas ,Borelli,Lucas 234@abcmail.com,male,black,31,Kwazulu Natal,@Lucas 23,809018,Cartoon Network,2016-02-17T22:03:00.000Z,2016-02-17T00:00:00.000Z,1899-12-31T22:03:00.000Z,0.001493056,809018,null
788727,Stefan ,Bilyeu,Stefan 463@mail.com,male,coloured,41,Western Cape,@Stefan 46,788727,SuperSport Blitz,2016-01-05T19:31:00.000Z,2016-01-05T00:00:00.000Z,1899-12-31T19:31:00.000Z,0.007824074,788727,null
788727,Stefan ,Bilyeu,Stefan 463@mail.com,male,coloured,41,Western Cape,@Stefan 46,788727,Cartoon Network,2016-01-10T17:51:00.000Z,2016-01-10T00:00:00.000Z,1899-12-31T17:51:00.000Z,0.000358796,788727,null
788727,Stefan ,Bilyeu,Stefan 463@mail.com,male,coloured,41,Western Cape,@Stefan 46,788727,Supersport Live Events,2016-01-14T10:03:00.000Z,2016-01-14T00:00:00.000Z,1899-12-31T10:03:00.000Z,0.003541667,788727,null
788727,Stefan ,Bilyeu,Stefan 463@mail.com,male,coloured,41,Western Cape,@Stefan 46,788727,Supersport Live Events,2016-01-23T10:07:00.000Z,2016-01-23T00:00:00.000Z,1899-12-31T10:07:00.000Z,0,788727,null
390361,Minerva ,Marek,Minerva 205@mailxyz.com,female,coloured,24,Gauteng,@Minerva 20,390361,Channel O,2016-02-18T00:36:00.000Z,2016-02-18T00:00:00.000Z,1899-12-31T00:36:00.000Z,0.000486111,390361,null
771888,Donald ,Curran,Donald 223@mail.com,male,coloured,41,Eastern Cape,@Donald 22,771888,Channel O,2016-02-25T16:11:00.000Z,2016-02-25T00:00:00.000Z,1899-12-31T16:11:00.000Z,0.0009375,771888,null
